Nome Empresa,Website,Address,Rating,Reviews,Phone,Types,Summary,Source,Search_Query,City_Scope,Keyword_Scope
Acripel - CD Pernambuco - Matriz,http://acripel.com.br/,"BR 101 NORTE - KM 56,6 - Jardim Paulista, Paulista - PE, 53409-260, Brazil",4.6,88.0,+55 81 3267-1350,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Recife, PE","Recife, PE",Distribuidora de Medicamentos e Correlatos
Atacado Farmácia,,"R. Coração de Maria, 147 - São José, Recife - PE, 51345-320, Brazil",5.0,3.0,+55 81 3037-5652,"pharmacy, health, store, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Recife, PE","Recife, PE",Distribuidora de Medicamentos e Correlatos
Qualimmed - Comercio atacadista de medicamentos e materiais Hospitalares,,"R. Marquês do Paraná, 243 - Espinheiro, Recife - PE, 52050-290, Brazil",5.0,2.0,+55 81 99797-8207,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Recife, PE","Recife, PE",Importadora de Produtos para Saúde
Disk Life Comércio de Produtos Cirúrgicos Ltda,,"Estr. do Barbalho, 262A - e 264 - Iputinga, Recife - PE, 50800-290, Brazil",,,+55 81 3076-0242,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Recife, PE","Recife, PE",Logística Hospitalar
Hospsete LTDA,,"R. Bom Pastor, 152 - Iputinga, Recife - PE, 50670-260, Brazil",5.0,6.0,+55 81 3446-4629,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Recife, PE","Recife, PE",Logística Hospitalar
Laboratório Digital Odontológico - LDO,,"Torre 3 - Av. República do Líbano, 251 - Sala 1113 e 1114 - Pina, Recife - PE, 51110-160, Brazil",5.0,1.0,+55 81 3048-7802,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Recife, PE","Recife, PE",Laboratório de Prótese Dentária Digital
Laboratório Excellence Digital,,"R. Lopes de Carvalho, N 117 - Madalena, Recife - PE, 50610-170, Brazil",,,+55 81 99728-9549,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Recife, PE","Recife, PE",Laboratório de Prótese Dentária Digital
Planning Center FaceImagem,,"Praça do Derby, 149 - salas 1005 & 1006 - Derby, Recife - PE, 52010-140, Brazil",,,+55 81 98213-9930,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Recife, PE","Recife, PE",Laboratório de Prótese Dentária Digital
iLab - Terceirização de Encapsulados,,"R. das Ninfas, 267 - Boa Vista, Recife - PE, 50070-085, Brazil",4.7,19.0,+55 81 3204-3617,"health, point_of_interest, store, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Recife, PE","Recife, PE",Empresa de Tecnologia em Saúde
MedServ - Tecnologia à Serviço da Saúde,http://linkme.bio/medserv,"R. Ernesto de Souza Leão, 315 - Piedade, Jaboatão dos Guararapes - PE, 54400-250, Brazil",5.0,2.0,+55 81 98222-9456,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Recife, PE","Recife, PE",Empresa de Tecnologia em Saúde
neri Care,https://neri.care/,"R. Ten. João Cícero, 301 - Boa Viagem, Recife - PE, 51020-190, Brazil",5.0,5.0,+55 81 97118-8855,"university, health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Recife, PE","Recife, PE",Empresa de Tecnologia em Saúde
Health Solutions,,"Empresarial Isaac Newton - Av. Gov. Agamenon Magalhães, 4779 - Sala 903 - Boa Vista, Recife - PE, 50070-160, Brazil",,,+55 81 3221-0013,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in Recife, PE","Recife, PE",Healthtech
Hospmed Produtos Hospitalares,,"Quadra 02 Lote 11 Loja 02 Gama Sul - Gama, Brasília - DF, 72415-100, Brazil",4.4,7.0,+55 61 3385-2284,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Brasília, DF","Brasília, DF",Fabricante de Equipamentos Médicos
Pró Saúde Distribuidora de medicamentos e materiais Hospitalares,,"Quadra 02 Lote 49,51,53,54 - St. de Indústria QI 2 - Ceilândia, Brasília - DF, 72265-020, Brazil",4.3,15.0,+55 61 3044-3250,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Brasília, DF","Brasília, DF",Fabricante de Equipamentos Médicos
RIMTEC MANUTENÇÃO DE EQUIPAMENTOS HOSPITALARES,,"SIA Sul Quadra 4C LOTE 56 LOJA 04 - SIA Quadra 4C - Asa Sul, Brasília - DF, 71200-045, Brazil",3.5,8.0,+55 61 3346-7998,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Brasília, DF","Brasília, DF",Fabricante de Equipamentos Médicos
TechMed Hospitalar,https://www.techmedhospitalar.com/c%C3%B3pia-produtos,"Sia Trecho 17, 17 - lote 960 - SIA, Brasília - DF, 71200-260, Brazil",4.6,9.0,+55 61 3576-2323,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Brasília, DF","Brasília, DF",Fabricante de Equipamentos Médicos
Vida Medical Produtos Médicos e Hospitalares Taguatinga Centro,https://vidamedical.com.br/,"QUADRA C 8 SN LOTE 01 LOJA 01 TAGUATINGA CENTRO - Taguatinga, Brasília - DF, 72010-080, Brazil",3.6,28.0,+55 61 3028-4472,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Brasília, DF","Brasília, DF",Fabricante de Equipamentos Médicos
RX Hospitalar,,"SCIA Quadra 15 Conjunto 06 - Zona Industrial, Brasília - DF, 71250-030, Brazil",5.0,8.0,+55 61 3345-6073,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Brasília, DF","Brasília, DF",Indústria de Materiais Hospitalares
Amaral Produtos Hospitalares,,"Taguatinga Norte QNB 13 Lote 01 - Loja - Taguatinga, Brasília - DF, 72115-130, Brazil",3.7,56.0,+55 61 3546-8993,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Brasília, DF","Brasília, DF",Indústria de Materiais Hospitalares
CBA Hospitalar,,"SCIA Quadra 15 Conj. 03 Lote 05 - Zona Industrial (Guará), Brasília - DF, 71250-015, Brazil",4.6,10.0,+55 61 3255-5010,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Brasília, DF","Brasília, DF",Indústria de Materiais Hospitalares
Dental Futuro - Produtos Odontológicos,,"Shopping Conjunto Nacional Sala 4004/4006 - Asa Norte, Brasília - DF, 70077-900, Brazil",5.0,26.0,+55 61 99284-7788,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Brasília, DF","Brasília, DF",Fabricante de Produtos Odontológicos
Dental Líder Produtos Odontológicos,,"SDS BLOCO R EDIFICIO VENÂNCIO V SALA 210 - SHCS - Plano Piloto, Brasília - DF, 70300-000, Brazil",5.0,12.0,+55 61 3321-0405,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Brasília, DF","Brasília, DF",Fabricante de Produtos Odontológicos
Dental Premium Comércio de Produtos Odontológicos,,"SHCS CRS 514 Bloco C Loja 33 - Asa Sul, Brasília - DF, 70380-550, Brazil",5.0,5.0,+55 61 3445-1400,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Brasília, DF","Brasília, DF",Fabricante de Produtos Odontológicos
Dental Brasilis,,"SCS Quadra 5 Bloco B Centro Comercial Amazonas - Sobreloja, SHCS Q. 5 - Asa Sul, Brasília - DF, 70300-908, Brazil",4.2,5.0,+55 61 3052-9850,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Brasília, DF","Brasília, DF",Fabricante de Produtos Odontológicos
Dental Eme,,"St. A Norte Qna 15, 08 - Taguatinga, Brasília - DF, 72110-150, Brazil",3.2,50.0,+55 61 3351-7572,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Brasília, DF","Brasília, DF",Fabricante de Produtos Odontológicos
Floss Dental - Material odontológico,,"SEPN Quadra 504 Edifício Mariana sobreloja nº 108 - Asa Norte, Brasília - DF, 70730-523, Brazil",5.0,17.0,+55 61 3964-1090,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Brasília, DF","Brasília, DF",Fabricante de Produtos Odontológicos
Faciall Odontologia e Harmonização Facial,,"Setor de Indústria QI 7 ao lado da Gama Latas, QI 07 lotes 990/995 2º andar salas 204/205 - Gama, Brasília - DF, 72445-070, Brazil",5.0,57.0,+55 61 3045-2222,"dentist, doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Brasília, DF","Brasília, DF",Fabricante de Implantes Dentários
Aquarius Odontologia Integrada,https://aquariusodontologia.com.br/,"SDN Torre Vermelha 6032 - Asa Norte, Brasília - DF, 70077-900, Brazil",4.9,523.0,+55 61 99610-4900,"dental_clinic, dentist, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Brasília, DF","Brasília, DF",Fabricante de Implantes Dentários
Implantarte Odontologia,https://implantarte.com.br/,"SNO Q 02 CONJUNTO B LOTE 320 - Gama, Brasília - DF, 72430-020, Brazil",4.6,57.0,+55 61 3203-4122,"dentist, dental_clinic, doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Brasília, DF","Brasília, DF",Fabricante de Implantes Dentários
Clínica Odontológica | Rede Odonto Ortis,https://conteudo.redeodonto.com.br/landing-page-ortis,"QS 01 RUA 210 LOTE 40 - Centro Empresarial Taguatinga Shopping Torre B - 5º Andar Sala 528 - Taguatinga, Brasília - DF, 71950-904, Brazil",4.9,697.0,+55 61 3562-4000,"dentist, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Brasília, DF","Brasília, DF",Fabricante de Implantes Dentários
Clinica Odontológica Ximenes Patier,,"Centro Médico Julio Adnet - 709, 909 - A, Salas 403/404/405 - Asa Sul, Brasília - DF, 70390-095, Brazil",5.0,78.0,+55 61 99111-9343,"dental_clinic, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Brasília, DF","Brasília, DF",Fabricante de Implantes Dentários
Hospital dos Dentes,http://hospitaldosdentes.com/,"Quadra 2 Conjunto 4 - São Bartolomeu (São Sebastião), Brasília - DF, 71697-047, Brazil",4.9,108.0,+55 61 98112-2588,"hospital, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Brasília, DF","Brasília, DF",Fabricante de Implantes Dentários
Laboratório de Próteses Dentária Prodontec,,"SRTVN Ala B Sala 3045 - Asa Norte, Brasília - DF, 70719-900, Brazil",4.9,11.0,+55 61 98659-8772,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Próteses in Brasília, DF","Brasília, DF",Fabricante de Próteses
Prótese Ocular Brasília,,"Bloco A - Sala 106 - Taguatinga, Brasília - DF, 72155-520, Brazil",1.0,1.0,+55 19 99710-5183,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Próteses in Brasília, DF","Brasília, DF",Fabricante de Próteses
Orteses e Próteses Materiais Hospitalares,,"W3 Sul 505 Q. 6 Bl C lj 73 - Plano Piloto, Brasília - DF, 70740-610, Brazil",,,,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Próteses in Brasília, DF","Brasília, DF",Fabricante de Próteses
DFLife Soluções Hospitalares - Aluguel de cadeira de rodas e cama hospitalar.,,"St hospitalar - Q. 104, 105 - Recanto das Emas, Brasília - DF, 72600-500, Brazil",5.0,4.0,+55 61 99282-2197,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Brasília, DF","Brasília, DF",Fabricante de Móveis Hospitalares
Bandeira Médico Hospitalar Ltda,,"SEPN Quadra SEPN 509 Bloco D loja 21, 21 - Asa Norte, Brasília - DF, 70750-504, Brazil",3.4,14.0,+55 61 3273-6060,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Brasília, DF","Brasília, DF",Fabricante de Móveis Hospitalares
Infinity Pharma DF,,"SIBS QD 02 CONJ B LT 04 - Bernardo Saião, Brasília - DF, 71736-202, Brazil",,,+55 61 99586-6965,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Brasília, DF","Brasília, DF",Indústria Farmacêutica
Bionatura,,"SAAN Quadra 1, 105 - SIA, Brasília - DF, 70632-100, Brazil",,,+55 61 3233-5750,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Brasília, DF","Brasília, DF",Indústria Farmacêutica
Drogaria Longevidade | Delivery em Brasília,,"St. Leste conjunto 09 Quadra 01 lote 24 - Cidade Estrututal, Brasília - DF, 71262-145, Brazil",4.7,7.0,,"drugstore, store, health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Brasília, DF","Brasília, DF",Indústria Farmacêutica
Farma Pontual,http://www.farmapontual.com.br/,"Sia Trecho 3, 4 - SIA, Brasília - DF, 71200-030, Brazil",,,+55 21 2430-2150,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Brasília, DF","Brasília, DF",Indústria Farmacêutica
Conta Distribuidora de Medicamentos,,"11 - St. de Expansão Econômica Q 11 - Sobradinho, Brasília - DF, 73020-411, Brazil",5.0,2.0,+55 61 3686-5839,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Brasília, DF","Brasília, DF",Distribuidora de Medicamentos e Correlatos
LinkMed - Distribuidora,,"Scia Q 14 Conjunto 3 4, 1 - SCIA, Brasília - DF, 71250-100, Brazil",4.7,6.0,+55 61 3456-9500,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Brasília, DF","Brasília, DF",Distribuidora de Medicamentos e Correlatos
CD Farma Distribuidora de Medicamentos e Perfumaria Ltda,,"SAAN Quadra 01 Lote 425 - SIA, Brasília - DF, 70632-100, Brazil",5.0,1.0,+55 61 3048-6857,"point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Brasília, DF","Brasília, DF",Distribuidora de Medicamentos e Correlatos
Predileta DF distribuidora de medicamentos LTDA,,"Scia - Q 8 Conjunto L, 14 - s/n lt 14 - SCIA, Brasília - DF, 71250-740, Brazil",5.0,5.0,+55 61 2104-4750,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Brasília, DF","Brasília, DF",Distribuidora de Medicamentos e Correlatos
DF Med Distribuidora de Medicamentos do DF,,"Sia Trecho 03 625/695 - s/n bl B sl 302 - SIA, Brasília - DF, 72110-600, Brazil",,,+55 61 3361-1724,"point_of_interest, health, store, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Brasília, DF","Brasília, DF",Distribuidora de Medicamentos e Correlatos
Medlog Distribuidora de Medicamentos,,"Lote 02 - Scia Q 8 Conjunto 10 - Cidade do Automóvel, Brasília - DF, 71250-720, Brazil",,,,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Brasília, DF","Brasília, DF",Distribuidora de Medicamentos e Correlatos
CSL Distribuidora de Produtos Médicos e Odontológicos,,"Av. Comercial, 2111 - sala 03 - Centro, Brasília - DF, 71691-031, Brazil",5.0,1.0,+55 61 98369-4455,"wholesaler, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Brasília, DF","Brasília, DF",Importadora de Produtos para Saúde
Apollo Materiais Médico Hospitalares LTDA,,"Saan Quadra 4 Lote 666 Setor de Armazenamento e Abastecimento Norte (SAAN - SIA, Brasília - DF, 70632-400, Brazil",,,+55 61 3548-8548,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Brasília, DF","Brasília, DF",Importadora de Produtos para Saúde
PMH Products Hospital Doctors,,"Sia Trecho 17, 8 - s/n - SIA, Brasília - DF, 71200-222, Brazil",4.5,81.0,+55 61 3403-1300,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Brasília, DF","Brasília, DF",Logística Hospitalar
HOSP LOG,,"Strc Trecho 3 Conjunto D - SIA, Brasília - DF, 70297-400, Brazil",3.9,13.0,+55 61 3965-7636,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Brasília, DF","Brasília, DF",Logística Hospitalar
Hosplog Comércio de Prod Hospitalar,,"Sia Trecho 03 625/695 - s/n sl 407 - SIA, Brasília - DF, 72110-600, Brazil",,,+55 61 3965-7636,"hospital, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Brasília, DF","Brasília, DF",Logística Hospitalar
IGESDF - UCAD,,"Sia Trecho 17, 06 - Lote 70 - Plano Piloto, Brasília - DF, Brazil",5.0,5.0,,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Brasília, DF","Brasília, DF",Logística Hospitalar
Brasília Médico Hospitalar,,"CLN 116 B. B, I - s/n lj 9 Ss - Plano Piloto, Brasília - DF, 70773-590, Brazil",1.0,1.0,,"hospital, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Brasília, DF","Brasília, DF",Logística Hospitalar
